                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.47978,                0.32983,                0.88068,                0.97474,                      1,                0.99459,                0.90877,                0.41433,                0.27147,                0.80261,              0.0013822,              0.0013822,              0.0013822
                    159,                0.49232,                0.33304,                0.88704,                0.98822,                0.97917,                 0.9942,                0.90897,                 0.4374,                0.29391,                0.80598,              0.0013783,              0.0013783,              0.0013783
                    160,                0.50334,                0.34147,                0.89173,                0.99814,                      1,                  0.995,                0.90273,                0.47524,                0.27018,                0.81342,              0.0013743,              0.0013743,              0.0013743
                    161,                0.50553,                0.34213,                0.89502,                0.97781,                      1,                0.99459,                 0.9116,                0.44137,                0.26826,                0.81082,              0.0013704,              0.0013704,              0.0013704
                    162,                0.50169,                0.34432,                 0.8823,                0.97955,                0.99805,                0.99378,                0.91702,                0.42135,                0.28383,                0.81138,              0.0013664,              0.0013664,              0.0013664
                    163,                0.50415,                0.33635,                 0.8965,                0.98781,                0.97917,                 0.9942,                0.90174,                0.44977,                 0.2891,                0.80387,              0.0013624,              0.0013624,              0.0013624
                    164,                0.49125,                0.34728,                 0.8894,                0.95792,                      1,                 0.9942,                0.92447,                0.41381,                0.28358,                0.80476,              0.0013585,              0.0013585,              0.0013585
                    165,                0.47765,                0.32062,                0.88284,                0.98359,                0.97917,                 0.9942,                0.91778,                0.42962,                 0.2652,                0.80418,              0.0013545,              0.0013545,              0.0013545
                    166,                 0.4687,                0.30845,                0.87738,                0.95987,                0.99676,                0.99378,                0.90257,                0.43524,                0.31138,                0.80304,              0.0013506,              0.0013506,              0.0013506
                    167,                 0.4717,                0.32485,                0.88315,                0.97951,                0.99603,                0.99418,                0.91372,                0.43624,                 0.2807,                0.80712,              0.0013466,              0.0013466,              0.0013466
                    168,                0.49143,                 0.3402,                0.87933,                0.97813,                      1,                0.99459,                0.92076,                0.44428,                 0.2697,                0.80408,              0.0013426,              0.0013426,              0.0013426
                    169,                0.50343,                0.34208,                0.89343,                0.95921,                      1,                0.99337,                0.91502,                0.44688,                0.28663,                0.80747,              0.0013387,              0.0013387,              0.0013387
                    170,                0.48957,                0.32998,                0.88607,                0.97812,                      1,                0.99459,                0.92969,                0.43431,                0.26416,                 0.8103,              0.0013347,              0.0013347,              0.0013347
                    171,                0.48609,                0.33343,                0.88733,                0.97836,                      1,                0.99337,                0.92986,                0.40971,                0.25904,                0.79863,              0.0013308,              0.0013308,              0.0013308
                    172,                0.48789,                0.32994,                0.89023,                 0.9794,                0.99077,                0.99459,                0.92221,                0.43531,                0.27177,                0.79983,              0.0013268,              0.0013268,              0.0013268
                    173,                 0.4963,                0.32397,                0.89237,                0.95876,                      1,                0.99127,                0.91908,                0.42735,                0.29802,                0.80144,              0.0013228,              0.0013228,              0.0013228
                    174,                0.46855,                0.32924,                 0.8798,                0.95834,                      1,                0.99255,                 0.9125,                0.42049,                0.28444,                0.80116,              0.0013189,              0.0013189,              0.0013189
                    175,                0.47819,                0.32717,                0.88501,                0.95854,                      1,                 0.9942,                  0.919,                0.40553,                0.27791,                0.79655,              0.0013149,              0.0013149,              0.0013149
                    176,                0.47079,                0.31439,                0.88336,                0.98133,                0.97917,                 0.9942,                0.93368,                0.42375,                0.26928,                0.79815,               0.001311,               0.001311,               0.001311
                    177,                0.44953,                0.31256,                0.88025,                0.97813,                      1,                0.99459,                0.92427,                0.42126,                0.26336,                0.79726,               0.001307,               0.001307,               0.001307
                    178,                0.47054,                0.32783,                0.88239,                0.97903,                      1,                0.99378,                0.92376,                0.42508,                0.27431,                0.79991,               0.001303,               0.001303,               0.001303
                    179,                0.48587,                0.33205,                0.88787,                 0.9779,                      1,                0.99459,                0.91883,                0.43233,                 0.2897,                0.81217,              0.0012991,              0.0012991,              0.0012991
                    180,                0.47366,                0.32981,                0.87584,                0.97877,                      1,                0.99459,                0.92971,                0.42711,                0.26432,                0.80896,              0.0012951,              0.0012951,              0.0012951
                    181,                0.46162,                0.32094,                0.86737,                0.97953,                0.99716,                0.99459,                0.91795,                 0.4211,                0.27227,                0.81196,              0.0012912,              0.0012912,              0.0012912
                    182,                0.47333,                0.32365,                0.89014,                0.99007,                0.97917,                0.99459,                0.91926,                0.41714,                0.26821,                0.80287,              0.0012872,              0.0012872,              0.0012872
                    183,                0.47554,                0.33035,                 0.8882,                      1,                0.99406,                  0.995,                0.91218,                0.42616,                0.28356,                0.81156,              0.0012832,              0.0012832,              0.0012832
                    184,                0.48571,                0.32532,                0.88525,                0.99766,                      1,                  0.995,                0.91832,                  0.427,                0.26205,                0.80903,              0.0012793,              0.0012793,              0.0012793
                    185,                0.48448,                0.32143,                0.90054,                0.97792,                      1,                0.99459,                0.91846,                0.43709,                0.27959,                0.81257,              0.0012753,              0.0012753,              0.0012753
                    186,                0.47658,                0.32152,                0.87873,                0.97646,                      1,                0.99459,                0.92692,                0.40597,                0.28485,                0.80378,              0.0012714,              0.0012714,              0.0012714
                    187,                0.47326,                0.32916,                0.88826,                0.95847,                      1,                0.99337,                0.92248,                0.42471,                0.27678,                0.80655,              0.0012674,              0.0012674,              0.0012674
                    188,                0.46225,                 0.3245,                 0.8754,                0.95829,                      1,                0.99337,                 0.9275,                0.43278,                0.27951,                0.80702,              0.0012634,              0.0012634,              0.0012634
                    189,                 0.4697,                0.31237,                0.87232,                0.97686,                      1,                0.99459,                0.92352,                0.42085,                 0.2623,                0.80955,              0.0012595,              0.0012595,              0.0012595
                    190,                0.47121,                0.31638,                0.88083,                0.99888,                      1,                  0.995,                0.93099,                0.42192,                0.25508,                 0.8074,              0.0012555,              0.0012555,              0.0012555
                    191,                 0.4707,                0.31388,                0.88704,                  0.978,                      1,                0.99459,                0.92897,                0.42643,                0.26453,                0.81177,              0.0012516,              0.0012516,              0.0012516
                    192,                0.45271,                0.30877,                0.87591,                 0.9779,                      1,                0.99459,                 0.9226,                0.44494,                0.26113,                0.80956,              0.0012476,              0.0012476,              0.0012476
                    193,                0.46471,                0.31236,                0.87757,                0.97535,                      1,                0.99459,                0.91876,                0.41522,                0.27347,                0.80455,              0.0012436,              0.0012436,              0.0012436
                    194,                 0.4637,                0.31312,                0.88011,                      1,                0.97173,                0.99382,                0.92867,                0.41708,                0.27985,                0.80704,              0.0012397,              0.0012397,              0.0012397
                    195,                0.48734,                0.33023,                 0.8983,                0.97958,                0.99935,                0.99418,                0.92012,                0.43068,                0.25603,                0.80893,              0.0012357,              0.0012357,              0.0012357
                    196,                0.47721,                0.32584,                0.89276,                0.99928,                      1,                  0.995,                0.91288,                 0.4357,                0.25276,                0.80847,              0.0012318,              0.0012318,              0.0012318
                    197,                0.46889,                 0.3117,                0.88724,                0.95988,                0.99706,                0.99378,                  0.925,                 0.4239,                0.27739,                0.80552,              0.0012278,              0.0012278,              0.0012278
                    198,                0.45319,                0.30539,                0.87938,                0.97849,                      1,                0.99459,                0.92464,                 0.4177,                0.26025,                0.80721,              0.0012238,              0.0012238,              0.0012238
                    199,                0.45685,                0.30895,                0.87755,                0.97596,                      1,                0.99459,                 0.9004,                0.43299,                0.27287,                0.81085,              0.0012199,              0.0012199,              0.0012199
                    200,                0.45862,                0.30499,                0.87718,                0.99494,                      1,                  0.995,                0.92525,                0.41587,                0.26338,                0.80319,              0.0012159,              0.0012159,              0.0012159
                    201,                0.46174,                0.32047,                0.87169,                0.99784,                      1,                  0.995,                0.91985,                0.42458,                0.24527,                0.79955,               0.001212,               0.001212,               0.001212
                    202,                 0.4542,                0.30451,                0.88351,                      1,                0.99522,                  0.995,                0.92297,                0.41837,                0.25888,                0.79906,               0.001208,               0.001208,               0.001208
                    203,                0.47676,                0.31303,                0.87458,                0.99834,                      1,                  0.995,                0.91137,                0.45182,                0.25343,                0.80245,               0.001204,               0.001204,               0.001204
                    204,                0.46408,                0.31336,                 0.8908,                0.99812,                      1,                  0.995,                0.91284,                0.44232,                0.25121,                0.80441,              0.0012001,              0.0012001,              0.0012001
                    205,                0.45589,                0.30492,                0.87968,                0.99874,                      1,                  0.995,                0.92262,                0.43307,                 0.2456,                0.80181,              0.0011961,              0.0011961,              0.0011961
                    206,                0.46818,                0.30839,                0.88208,                0.97271,                0.97917,                0.99382,                 0.9167,                0.44027,                0.29185,                0.80345,              0.0011922,              0.0011922,              0.0011922
                    207,                0.49147,                 0.3265,                0.88832,                0.97889,                      1,                0.99418,                 0.9236,                0.43164,                0.26833,                0.80772,              0.0011882,              0.0011882,              0.0011882
                    208,                 0.4467,                0.29604,                0.86779,                      1,                0.99912,                  0.995,                 0.9177,                0.45161,                0.25895,                0.80956,              0.0011842,              0.0011842,              0.0011842
                    209,                0.47169,                0.31892,                0.88764,                0.99891,                      1,                  0.995,                0.91654,                0.44282,                0.24253,                0.80802,              0.0011803,              0.0011803,              0.0011803
                    210,                0.47386,                0.30324,                0.88445,                0.95933,                0.98284,                 0.9942,                 0.9215,                0.44384,                0.28445,                0.80725,              0.0011763,              0.0011763,              0.0011763
                    211,                0.45647,                0.31406,                0.88098,                 0.9571,                      1,                0.99378,                0.91529,                0.41982,                  0.275,                0.80054,              0.0011724,              0.0011724,              0.0011724
                    212,                0.45274,                0.31067,                0.87173,                0.95797,                      1,                 0.9942,                0.93711,                0.41411,                0.25943,                0.79978,              0.0011684,              0.0011684,              0.0011684
                    213,                0.44891,                0.30477,                0.87457,                0.95893,                      1,                0.99297,                0.92158,                0.40629,                0.27406,                0.80165,              0.0011644,              0.0011644,              0.0011644
                    214,                0.45172,                0.32286,                0.87851,                0.97585,                      1,                0.99296,                0.91642,                 0.4258,                0.26775,                0.80652,              0.0011605,              0.0011605,              0.0011605
                    215,                0.44345,                0.31038,                0.87831,                0.97594,                      1,                0.99418,                0.92548,                0.42194,                0.25833,                0.80147,              0.0011565,              0.0011565,              0.0011565
                    216,                0.44116,                0.30523,                0.87157,                0.97951,                0.99597,                0.99459,                0.91922,                0.41576,                0.27016,                0.79917,              0.0011526,              0.0011526,              0.0011526
                    217,                0.43996,                0.29938,                0.86751,                0.99115,                      1,                  0.995,                0.92299,                 0.4259,                0.25221,                0.80105,              0.0011486,              0.0011486,              0.0011486
                    218,                0.45078,                0.30074,                0.87178,                0.99194,                      1,                  0.995,                 0.9269,                0.42016,                0.25004,                 0.8028,              0.0011446,              0.0011446,              0.0011446
                    219,                 0.4577,                0.30571,                0.87416,                0.97251,                      1,                0.99418,                0.91586,                0.43807,                 0.2785,                0.80912,              0.0011407,              0.0011407,              0.0011407
                    220,                0.45275,                0.30532,                0.87099,                      1,                0.99873,                  0.995,                0.93049,                0.41793,                 0.2596,                0.80247,              0.0011367,              0.0011367,              0.0011367
                    221,                0.45971,                0.30574,                0.87716,                0.99797,                      1,                  0.995,                0.92231,                0.43501,                0.25599,                0.80043,              0.0011328,              0.0011328,              0.0011328
                    222,                 0.4392,                0.30153,                 0.8717,                0.99585,                      1,                  0.995,                 0.9216,                0.42798,                0.24972,                0.79808,              0.0011288,              0.0011288,              0.0011288
                    223,                0.45871,                0.32057,                0.88299,                0.99774,                      1,                  0.995,                0.93063,                0.42163,                0.25036,                0.80056,              0.0011248,              0.0011248,              0.0011248
                    224,                0.44987,                0.31297,                0.87631,                      1,                0.99199,                  0.995,                0.92447,                0.41387,                0.26251,                0.79777,              0.0011209,              0.0011209,              0.0011209
                    225,                0.45724,                0.30592,                0.87936,                0.97945,                0.99326,                0.99459,                0.93665,                0.39936,                0.25361,                0.79339,              0.0011169,              0.0011169,              0.0011169
                    226,                0.47218,                 0.3118,                0.87399,                      1,                0.99214,                  0.995,                0.93907,                0.39686,                0.25526,                0.79209,               0.001113,               0.001113,               0.001113
                    227,                0.44449,                 0.3055,                0.87385,                0.99629,                      1,                  0.995,                0.92777,                 0.4035,                 0.2486,                0.79364,               0.001109,               0.001109,               0.001109
                    228,                0.43141,                0.29453,                0.87558,                0.99789,                      1,                  0.995,                0.92001,                0.41729,                0.24685,                0.79623,               0.001105,               0.001105,               0.001105
                    229,                0.43496,                 0.3043,                0.87165,                0.99814,                      1,                  0.995,                0.91757,                0.42375,                 0.2385,                0.79762,              0.0011011,              0.0011011,              0.0011011
                    230,                0.43663,                0.28791,                0.86607,                0.99055,                      1,                  0.995,                0.92577,                0.42731,                0.25238,                0.80681,              0.0010971,              0.0010971,              0.0010971
                    231,                0.42932,                0.29024,                0.85791,                0.99852,                      1,                  0.995,                0.92438,                0.40251,                0.23878,                0.80268,              0.0010932,              0.0010932,              0.0010932
                    232,                0.43074,                0.28832,                 0.8679,                0.99751,                      1,                  0.995,                0.93235,                0.38232,                0.23625,                 0.7961,              0.0010892,              0.0010892,              0.0010892
                    233,                0.44635,                0.30644,                0.86256,                0.97734,                      1,                0.99459,                0.92914,                0.41318,                0.25184,                0.80203,              0.0010852,              0.0010852,              0.0010852
                    234,                0.46204,                0.31347,                0.87955,                0.97826,                      1,                0.99459,                0.93106,                0.40061,                0.24874,                0.79719,              0.0010813,              0.0010813,              0.0010813
                    235,                0.44866,                0.30887,                0.88047,                      1,                0.99585,                  0.995,                0.93343,                0.42274,                0.24942,                 0.8004,              0.0010773,              0.0010773,              0.0010773
                    236,                  0.459,                0.30815,                0.88175,                0.97801,                      1,                0.99337,                0.92423,                0.42094,                0.26361,                0.80485,              0.0010734,              0.0010734,              0.0010734
                    237,                0.42963,                0.29484,                0.85849,                0.97847,                      1,                0.99418,                0.91067,                0.41994,                0.26475,                0.79874,              0.0010694,              0.0010694,              0.0010694
                    238,                0.43907,                0.28996,                0.86519,                0.97844,                      1,                0.99459,                0.92569,                0.42039,                0.25237,                0.80036,              0.0010654,              0.0010654,              0.0010654
                    239,                0.43662,                0.30255,                0.87287,                      1,                0.99809,                  0.995,                 0.9288,                0.41148,                   0.25,                 0.7985,              0.0010615,              0.0010615,              0.0010615
                    240,                0.45625,                0.31266,                0.88162,                 0.9965,                      1,                  0.995,                 0.9265,                0.42388,                0.24382,                0.80152,              0.0010575,              0.0010575,              0.0010575
                    241,                0.44811,                0.30422,                0.88004,                      1,                0.99671,                  0.995,                0.91722,                0.43485,                0.24207,                0.80065,              0.0010536,              0.0010536,              0.0010536
                    242,                0.42645,                0.28506,                0.87202,                0.97854,                      1,                0.99378,                0.91438,                0.42823,                0.26284,                0.79936,              0.0010496,              0.0010496,              0.0010496
                    243,                0.46601,                0.30809,                0.87664,                0.97851,                      1,                0.99459,                0.92306,                 0.4203,                0.24638,                0.79631,              0.0010456,              0.0010456,              0.0010456
                    244,                0.44672,                0.30288,                0.86915,                0.97841,                      1,                0.99459,                0.92584,                0.41461,                0.24564,                0.79619,              0.0010417,              0.0010417,              0.0010417
                    245,                0.44367,                 0.2972,                0.86782,                      1,                0.99911,                  0.995,                0.92601,                0.43172,                0.24496,                0.79629,              0.0010377,              0.0010377,              0.0010377
                    246,                0.43235,                0.29361,                0.86291,                0.97824,                      1,                0.99459,                0.92537,                0.40913,                0.23832,                0.79481,              0.0010338,              0.0010338,              0.0010338
                    247,                0.44609,                0.29858,                0.86669,                0.97817,                      1,                0.99459,                0.92427,                0.39458,                0.23529,                0.79109,              0.0010298,              0.0010298,              0.0010298
                    248,                0.41601,                0.28339,                0.85171,                 0.9789,                      1,                0.99459,                0.92574,                0.41925,                0.24878,                0.79648,              0.0010258,              0.0010258,              0.0010258
                    249,                0.43649,                0.29811,                 0.8731,                0.97839,                0.97917,                 0.9942,                0.91765,                0.42564,                0.25143,                0.79788,              0.0010219,              0.0010219,              0.0010219
                    250,                0.44067,                0.29761,                0.87026,                      1,                0.99589,                  0.995,                0.92383,                0.42552,                0.24157,                0.79874,              0.0010179,              0.0010179,              0.0010179
                    251,                0.42182,                0.29451,                 0.8754,                0.99668,                      1,                  0.995,                0.93888,                0.39961,                0.23594,                0.79307,               0.001014,               0.001014,               0.001014
                    252,                0.42346,                0.29762,                0.87574,                0.97943,                      1,                0.99418,                0.92365,                0.39853,                0.25507,                0.79695,                0.00101,                0.00101,                0.00101
                    253,                 0.4236,                0.28879,                0.86913,                0.97951,                0.99598,                0.99378,                0.93373,                0.39871,                0.25641,                0.79844,               0.001006,               0.001006,               0.001006
                    254,                0.44409,                0.29553,                0.88091,                 0.9785,                      1,                0.99459,                0.92037,                0.39974,                0.23721,                0.79838,              0.0010021,              0.0010021,              0.0010021
                    255,                0.44117,                0.29544,                0.87362,                0.97827,                      1,                0.99459,                0.94293,                0.38629,                0.22876,                0.78987,             0.00099812,             0.00099812,             0.00099812
                    256,                0.40862,                0.27916,                0.86908,                      1,                0.99383,                  0.995,                0.92863,                 0.3831,                0.22599,                0.78992,             0.00099416,             0.00099416,             0.00099416
                    257,                 0.4177,                 0.2927,                0.86263,                      1,                0.99925,                  0.995,                0.92525,                 0.3795,                0.23258,                0.78893,              0.0009902,              0.0009902,              0.0009902
                    258,                0.42533,                0.28865,                0.86609,                 0.9784,                      1,                0.99418,                0.93021,                0.40701,                0.24529,                0.79063,             0.00098624,             0.00098624,             0.00098624
                    259,                0.42149,                0.29243,                0.86858,                0.97945,                      1,                  0.995,                 0.9299,                0.41127,                0.24203,                0.79359,             0.00098228,             0.00098228,             0.00098228
                    260,                0.42131,                0.29279,                0.86261,                0.97835,                      1,                0.99459,                0.92284,                0.40669,                  0.243,                0.79463,             0.00097832,             0.00097832,             0.00097832
                    261,                0.41429,                0.28525,                0.85875,                0.97867,                      1,                  0.995,                0.93056,                0.39693,                0.23865,                0.78898,             0.00097436,             0.00097436,             0.00097436
                    262,                0.41351,                0.28952,                0.85842,                0.97877,                      1,                  0.995,                0.92192,                0.39259,                0.24764,                0.79082,              0.0009704,              0.0009704,              0.0009704
                    263,                0.40938,                0.27978,                0.87074,                 0.9827,                      1,                  0.995,                0.93369,                0.39114,                0.23492,                0.79151,             0.00096644,             0.00096644,             0.00096644
                    264,                0.42695,                0.28591,                0.86338,                0.99643,                      1,                  0.995,                0.92525,                0.41849,                0.23381,                 0.7998,             0.00096248,             0.00096248,             0.00096248
                    265,                0.42119,                0.28399,                 0.8633,                0.97684,                      1,                0.99459,                0.92207,                0.41662,                0.23587,                 0.8003,             0.00095852,             0.00095852,             0.00095852
                    266,                0.41803,                0.28547,                0.86414,                0.97747,                      1,                0.99459,                  0.928,                0.40821,                 0.2405,                0.79749,             0.00095456,             0.00095456,             0.00095456
                    267,                0.42774,                0.28991,                0.87299,                0.97846,                      1,                0.99459,                0.92422,                0.41065,                0.24819,                0.79604,              0.0009506,              0.0009506,              0.0009506
                    268,                0.41555,                  0.285,                0.86126,                0.97847,                      1,                0.99459,                0.93094,                0.40074,                0.23249,                0.79777,             0.00094664,             0.00094664,             0.00094664
                    269,                 0.4255,                0.29524,                0.86738,                0.97818,                      1,                0.99459,                0.92544,                0.42204,                0.25309,                0.80065,             0.00094268,             0.00094268,             0.00094268
                    270,                0.41415,                0.28317,                0.85705,                0.97801,                      1,                0.99459,                0.92401,                0.41267,                0.25215,                0.79584,             0.00093872,             0.00093872,             0.00093872
                    271,                0.42481,                0.28684,                0.86493,                0.99863,                      1,                  0.995,                0.92984,                0.41356,                0.23625,                 0.7985,             0.00093476,             0.00093476,             0.00093476
                    272,                0.44807,                0.29647,                0.88463,                0.97804,                      1,                0.99459,                0.92623,                0.40959,                0.24218,                0.79535,              0.0009308,              0.0009308,              0.0009308
                    273,                0.39435,                0.27363,                0.85292,                0.97819,                      1,                0.99418,                0.93238,                0.40814,                0.24251,                0.79589,             0.00092684,             0.00092684,             0.00092684
                    274,                0.41753,                0.28482,                0.87134,                0.97846,                      1,                0.99459,                 0.9263,                0.41548,                0.24519,                0.79683,             0.00092288,             0.00092288,             0.00092288
                    275,                0.41964,                0.28281,                0.86509,                0.97843,                      1,                0.99418,                0.92219,                0.41804,                0.24266,                0.79857,             0.00091892,             0.00091892,             0.00091892
                    276,                  0.402,                0.27388,                0.85987,                0.97838,                      1,                0.99459,                0.92498,                0.42343,                0.23934,                0.79926,             0.00091496,             0.00091496,             0.00091496
                    277,                 0.4109,                0.28335,                0.85946,                0.97837,                      1,                0.99418,                0.92345,                0.42469,                0.24706,                0.80096,               0.000911,               0.000911,               0.000911
                    278,                0.39605,                0.26849,                 0.8569,                0.97761,                      1,                0.99418,                0.91695,                  0.427,                0.25252,                0.79928,             0.00090704,             0.00090704,             0.00090704
                    279,                0.39974,                0.27943,                0.85111,                0.97899,                      1,                0.99418,                0.92726,                0.40465,                 0.2477,                0.78987,             0.00090308,             0.00090308,             0.00090308
                    280,                 0.4226,                0.27891,                0.86889,                  0.959,                      1,                0.99297,                0.92365,                0.42141,                0.25942,                0.79389,             0.00089912,             0.00089912,             0.00089912
                    281,                0.40826,                0.28319,                0.86201,                0.95798,                      1,                0.99378,                0.92595,                0.41796,                0.24703,                0.79695,             0.00089516,             0.00089516,             0.00089516
                    282,                0.40605,                0.28642,                0.85671,                0.97815,                      1,                0.99459,                0.92587,                0.41163,                0.23378,                0.79372,              0.0008912,              0.0008912,              0.0008912
                    283,                0.42949,                0.28629,                0.85912,                0.99878,                      1,                  0.995,                0.91688,                 0.4075,                0.22244,                 0.7905,             0.00088724,             0.00088724,             0.00088724
                    284,                0.39813,                  0.274,                0.85581,                0.99917,                      1,                  0.995,                0.93025,                0.41584,                0.23296,                0.79483,             0.00088328,             0.00088328,             0.00088328
                    285,                0.40564,                0.28019,                0.85375,                 0.9984,                      1,                  0.995,                0.93211,                 0.4123,                0.22932,                0.79325,             0.00087932,             0.00087932,             0.00087932
                    286,                0.41049,                0.27985,                0.87088,                0.97841,                      1,                0.99459,                0.93677,                0.40787,                0.24731,                0.79491,             0.00087536,             0.00087536,             0.00087536
                    287,                0.41545,                0.28736,                0.86813,                0.97793,                      1,                0.99459,                0.92684,                0.41072,                0.25095,                0.79179,              0.0008714,              0.0008714,              0.0008714
                    288,                0.39674,                0.27119,                0.85199,                0.95857,                      1,                0.99295,                0.92568,                0.41982,                0.27332,                0.79631,             0.00086744,             0.00086744,             0.00086744
                    289,                0.42817,                0.27702,                 0.8703,                 0.9786,                      1,                0.99337,                0.91679,                0.42406,                 0.2488,                0.79671,             0.00086348,             0.00086348,             0.00086348
                    290,                0.40853,                0.27414,                0.85917,                0.97844,                      1,                0.99459,                0.92218,                0.43609,                0.24875,                 0.8015,             0.00085952,             0.00085952,             0.00085952
                    291,                0.40372,                0.28119,                0.85575,                0.97776,                      1,                0.99418,                0.91517,                0.43407,                0.24833,                0.80259,             0.00085556,             0.00085556,             0.00085556
                    292,                 0.4091,                0.27617,                0.85492,                0.99352,                      1,                  0.995,                0.92925,                0.41407,                0.24616,                0.79213,              0.0008516,              0.0008516,              0.0008516
                    293,                0.41502,                0.27747,                0.86157,                0.99788,                      1,                  0.995,                0.91843,                0.41095,                0.22979,                0.79271,             0.00084764,             0.00084764,             0.00084764
                    294,                0.40855,                0.27974,                0.85224,                0.99855,                      1,                  0.995,                0.91698,                0.41002,                0.23173,                0.79476,             0.00084368,             0.00084368,             0.00084368
                    295,                0.41126,                0.28113,                  0.866,                0.99575,                      1,                  0.995,                0.91964,                0.40033,                0.23277,                0.79376,             0.00083972,             0.00083972,             0.00083972
                    296,                0.40345,                0.27111,                0.85756,                0.97793,                      1,                0.99459,                0.92011,                0.40476,                0.23422,                0.79761,             0.00083576,             0.00083576,             0.00083576
                    297,                0.41085,                0.28541,                0.84949,                0.97907,                      1,                0.99459,                0.92068,                0.40941,                0.23113,                0.79753,              0.0008318,              0.0008318,              0.0008318
                    298,                0.41637,                0.28493,                0.86789,                0.97838,                      1,                0.99459,                0.92962,                0.41372,                0.24416,                0.80091,             0.00082784,             0.00082784,             0.00082784
                    299,                0.38552,                 0.2637,                0.85827,                0.97953,                      1,                  0.995,                0.92068,                0.43044,                0.24745,                0.80914,             0.00082388,             0.00082388,             0.00082388
                    300,                0.40364,                0.27251,                0.85415,                0.97841,                      1,                0.99418,                0.91715,                0.42897,                 0.2439,                0.80942,             0.00081992,             0.00081992,             0.00081992
                    301,                0.41872,                0.28735,                0.87282,                0.97857,                      1,                0.99418,                0.92723,                   0.41,                0.23675,                 0.7989,             0.00081596,             0.00081596,             0.00081596
                    302,                0.40087,                0.26914,                0.85949,                0.97843,                      1,                0.99418,                0.91982,                0.41935,                0.23757,                0.79962,               0.000812,               0.000812,               0.000812
                    303,                0.41229,                0.28041,                0.86064,                0.97848,                      1,                0.99418,                0.91546,                0.42439,                0.23376,                0.80368,             0.00080804,             0.00080804,             0.00080804
                    304,                 0.3991,                0.26545,                0.85875,                0.97844,                      1,                0.99418,                0.92035,                0.40481,                0.22555,                0.79211,             0.00080408,             0.00080408,             0.00080408
                    305,                0.39509,                0.26702,                0.85893,                0.97842,                      1,                0.99459,                0.92995,                0.41791,                0.22593,                0.79679,             0.00080012,             0.00080012,             0.00080012
